Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
23/12/2022 20:20,Arms ,41m,Seated Palms Up Wrist Curl (Dumbbell),1,8,30,0,0,,,
23/12/2022 20:20,Arms ,41m,Seated Palms Up Wrist Curl (Dumbbell),2,4,30,0,0,,,
23/12/2022 20:20,Arms ,41m,Seated Palms Up Wrist Curl (Dumbbell),3,4,30,0,0,,,
23/12/2022 21:02,Chest,12m,1 Arm Heavy Crossover,1,28,8,0,0,,,
23/12/2022 21:02,Chest,12m,1 Arm Heavy Crossover,2,28,6,0,0,,,
23/12/2022 21:02,Chest,12m,1 Arm Heavy Crossover,3,28,15,0,0,,,
23/12/2022 21:02,Chest,12m,1 Arm Heavy Crossover,4,28,9,0,0,,,
23/12/2022 21:02,Chest,12m,1 Arm Heavy Crossover,5,28,4,0,0,,,
23/12/2022 21:15,Neck,7m,Neck Warmup,1,0,0,0,10,,,
23/12/2022 21:15,Neck,7m,Neck Curl,1,3.5,20,0,0,,,
23/12/2022 21:15,Neck,7m,Neck Curl,2,3.5,20,0,0,,,
23/12/2022 21:24,Back,31m,Lat Pulldown (Cable),1,35,8,0,0,,,
23/12/2022 21:24,Back,31m,Lat Pulldown (Cable),2,35,8,0,0,,,
23/12/2022 21:24,Back,31m,Lat Pulldown (Cable),3,35,4,0,0,,,
23/12/2022 21:24,Back,31m,Lat Pulldown (Cable),4,35,4,0,0,,,
23/12/2022 21:24,Back,31m,Lat Pulldown (Cable),5,28,4,0,0,,,
23/12/2022 21:24,Back,31m,Lat Pulldown (Cable),6,28,7,0,0,,,
23/12/2022 21:24,Back,31m,Seated Wide-Grip Row (Cable),1,21,20,0,0,,,
23/12/2022 21:24,Back,31m,Seated Wide-Grip Row (Cable),2,28,16,0,0,,,
23/12/2022 21:24,Back,31m,Seated Wide-Grip Row (Cable),3,28,12,0,0,,,
26/12/2022 19:56,Delts,26m,Lateral Raise (Dumbbell),1,12,7,0,0,,,
26/12/2022 19:56,Delts,26m,Lateral Raise (Cable),1,7,20,0,0,,,
26/12/2022 19:56,Delts,26m,Lateral Raise (Cable),2,7,10,0,0,,,
26/12/2022 19:56,Delts,26m,Lateral Raise (Cable),3,7,10,0,0,,,
26/12/2022 19:56,Delts,26m,Lateral Raise (Cable),4,7,17,0,0,,,
26/12/2022 19:56,Delts,26m,Lateral Raise (Cable),5,7,14,0,0,,,
26/12/2022 20:23,Arms ,22m,Triceps Pushdown (Cable - Straight Bar),1,35,12,0,0,,,
26/12/2022 20:23,Arms ,22m,Triceps Pushdown (Cable - Straight Bar),2,42,7,0,0,,,
26/12/2022 20:23,Arms ,22m,Triceps Pushdown (Cable - Straight Bar),3,24,13,0,0,,,
26/12/2022 20:23,Arms ,22m,Triceps Pushdown (Cable - Straight Bar),4,24,34,0,0,,,
26/12/2022 20:23,Arms ,22m,Triceps Pushdown (Cable - Straight Bar),5,21,15,0,0,,,
26/12/2022 20:45,Chest,30m,1 Arm Heavy Crossover,1,28,13,0,0,,,
26/12/2022 20:45,Chest,30m,1 Arm Heavy Crossover,2,28,14,0,0,,,
26/12/2022 20:45,Chest,30m,1 Arm Heavy Crossover,3,28,20,0,0,,,
26/12/2022 20:45,Chest,30m,1 Arm Heavy Crossover,4,28,10,0,0,,,
26/12/2022 20:45,Chest,30m,1 Arm Heavy Crossover,5,28,14,0,0,,,
26/12/2022 21:20,Simple Pull Day,24m,Bicep Curl (Dumbbell),1,12,9,0,0,,,
26/12/2022 21:20,Simple Pull Day,24m,Bicep Curl (Dumbbell),2,12,9,0,0,,,
26/12/2022 21:20,Simple Pull Day,24m,Bicep Curl (Dumbbell),3,14,12,0,0,,,
26/12/2022 21:20,Simple Pull Day,24m,Bicep Curl (Dumbbell),4,14,12,0,0,,,
26/12/2022 21:20,Simple Pull Day,24m,Seated Palms Up Wrist Curl (Dumbbell),1,4,25,0,0,,,
26/12/2022 21:20,Simple Pull Day,24m,Seated Palms Up Wrist Curl (Dumbbell),2,4,25,0,0,,,
26/12/2022 21:20,Simple Pull Day,24m,Seated Palms Up Wrist Curl (Dumbbell),3,4,35,0,0,,,
26/12/2022 21:20,Simple Pull Day,24m,Seated Palms Up Wrist Curl (Dumbbell),4,4,35,0,0,,,
26/12/2022 21:45,Neck,5m,Neck Curl,1,3.5,25,0,0,,,
26/12/2022 21:45,Neck,5m,Neck Curl,2,3.5,20,0,0,,,
26/12/2022 21:50,Back,21m,Lat Pulldown (Cable),1,35,6,0,0,,,
26/12/2022 21:50,Back,21m,Lat Pulldown (Cable),2,35,5,0,0,,,
26/12/2022 21:50,Back,21m,Lat Pulldown (Cable),3,35,6,0,0,,,
26/12/2022 21:50,Back,21m,Lat Pulldown (Cable),4,35,6,0,0,,,
26/12/2022 21:50,Back,21m,Seated Wide-Grip Row (Cable),1,28,12,0,0,,,
26/12/2022 21:50,Back,21m,Seated Wide-Grip Row (Cable),2,28,17,0,0,,,
26/12/2022 21:50,Back,21m,Seated Wide-Grip Row (Cable),3,28,13,0,0,,,
28/12/2022 20:39,Simple Push Day,12m,Incline Bench Press (Dumbbell),1,12,12,0,0,,,
28/12/2022 20:39,Simple Push Day,12m,Incline Bench Press (Dumbbell),2,16,12,0,0,,,
28/12/2022 20:39,Simple Push Day,12m,Incline Bench Press (Dumbbell),3,16,10,0,0,,,
28/12/2022 20:39,Simple Push Day,12m,Incline Bench Press (Dumbbell),4,16,12,0,0,,,
28/12/2022 20:52,Delts,11m,Lateral Raise (Cable),1,7,20,0,0,,,
28/12/2022 20:52,Delts,11m,Lateral Raise (Cable),2,7,9,0,0,,,
28/12/2022 20:52,Delts,11m,Lateral Raise (Cable),3,7,14,0,0,,,
28/12/2022 20:52,Delts,11m,Lateral Raise (Cable),4,7,20,0,0,,,
28/12/2022 21:04,Chest,30m,1 Arm Heavy Crossover,1,28,13,0,0,,,
28/12/2022 21:04,Chest,30m,1 Arm Heavy Crossover,2,35,10,0,0,,,
28/12/2022 21:04,Chest,30m,1 Arm Heavy Crossover,3,25,20,0,0,,,
28/12/2022 21:04,Chest,30m,1 Arm Heavy Crossover,4,35,6,0,0,,,
28/12/2022 21:04,Chest,30m,1 Arm Heavy Crossover,5,28,6,0,0,,,
28/12/2022 21:35,Arms ,15m,Bicep Curl (Dumbbell),1,16,9,0,0,,,
28/12/2022 21:35,Arms ,15m,Bicep Curl (Dumbbell),2,14,14,0,0,,,
28/12/2022 21:35,Arms ,15m,Bicep Curl (Dumbbell),3,14,12,0,0,,,
28/12/2022 21:35,Arms ,15m,Bicep Curl (Dumbbell),4,14,10,0,0,,,
28/12/2022 21:50,Neck,4m,Neck Curl,1,3.5,30,0,0,,,
28/12/2022 21:50,Neck,4m,Neck Curl,2,3.5,21,0,0,,,
28/12/2022 21:56,Back,9m,Lat Pulldown (Cable),1,35,5,0,0,,,
28/12/2022 21:56,Back,9m,Lat Pulldown (Cable),2,35,5,0,0,,,
28/12/2022 21:56,Back,9m,Lat Pulldown (Cable),3,35,7,0,0,,,
28/12/2022 21:56,Back,9m,Seated Wide-Grip Row (Cable),1,28,16,0,0,,,
28/12/2022 21:56,Back,9m,Seated Wide-Grip Row (Cable),2,35,5,0,0,,,
1/1/2023 20:40,Simple Push Day,19m,Incline Bench Press (Dumbbell),1,12,22,0,0,,,
1/1/2023 20:40,Simple Push Day,19m,Incline Bench Press (Dumbbell),2,16,14,0,0,,,
1/1/2023 20:40,Simple Push Day,19m,Incline Bench Press (Dumbbell),3,16,11,0,0,,,
1/1/2023 20:40,Simple Push Day,19m,Incline Bench Press (Dumbbell),4,20,4,0,0,,,
1/1/2023 20:40,Simple Push Day,19m,Incline Bench Press (Dumbbell),5,16,4,0,0,,,
1/1/2023 21:01,Arms ,31m,Bicep Curl (Dumbbell),1,16,12,0,0,,,
1/1/2023 21:01,Arms ,31m,Bicep Curl (Dumbbell),2,18,8,0,0,,,
1/1/2023 21:01,Arms ,31m,Bicep Curl (Dumbbell),3,18,8,0,0,,,
1/1/2023 21:01,Arms ,31m,Bicep Curl (Dumbbell),4,18,8,0,0,,,
1/1/2023 21:01,Arms ,31m,Triceps Pushdown (Cable - Straight Bar),1,42,12,0,0,,,
1/1/2023 21:01,Arms ,31m,Triceps Pushdown (Cable - Straight Bar),2,42,10,0,0,,,
1/1/2023 21:01,Arms ,31m,Triceps Pushdown (Cable - Straight Bar),3,42,8,0,0,,,
1/1/2023 21:33,Delts,15m,Lateral Raise (Cable),1,7,20,0,0,,,
1/1/2023 21:33,Delts,15m,Lateral Raise (Cable),2,7,20,0,0,,,
1/1/2023 21:33,Delts,15m,Lateral Raise (Cable),3,7,22,0,0,,,
1/1/2023 21:33,Delts,15m,Lateral Raise (Cable),4,7,22,0,0,,,
1/1/2023 21:49,Neck,8m,Neck Curl,1,4,26,0,0,,,
1/1/2023 21:49,Neck,8m,Neck Curl,2,4,20,0,0,,,
1/1/2023 21:49,Neck,8m,Seated Palms Up Wrist Curl (Dumbbell),1,4,25,0,0,,,
1/1/2023 21:49,Neck,8m,Seated Palms Up Wrist Curl (Dumbbell),2,4,25,0,0,,,
1/1/2023 21:58,Back,7m,Lat Pulldown (Cable),1,35,10,0,0,,,
1/1/2023 21:58,Back,7m,Lat Pulldown (Cable),2,42,6,0,0,,,
1/1/2023 21:58,Back,7m,Lat Pulldown (Cable),3,35,7,0,0,,,
2/1/2023 20:58,Legs,26m,Leg Extension (Machine),1,35,12,0,0,,,
2/1/2023 20:58,Legs,26m,Leg Extension (Machine),2,35,9,0,0,,,
2/1/2023 20:58,Legs,26m,Leg Extension (Machine),3,35,7,0,0,,,
2/1/2023 20:58,Legs,26m,Leg Extension (Machine),4,35,6,0,0,,,
2/1/2023 20:58,Legs,26m,Lying Leg Curl (Machine),1,21,8,0,0,,,
2/1/2023 20:58,Legs,26m,Lying Leg Curl (Machine),2,21,14,0,0,,,
2/1/2023 20:58,Legs,26m,Lying Leg Curl (Machine),3,28,4,0,0,,,
2/1/2023 20:58,Legs,26m,Lying Leg Curl (Machine),4,21,6,0,0,,,
